Date,Price,Open,High,Low,Vol.,Change %
09/17/2024,2.1497,2.1169,2.1633,2.0958,50.86K,1.81%
09/16/2024,2.1115,2.1024,2.1302,2.0847,47.72K,0.50%
09/13/2024,2.1009,2.145,2.1555,2.098,43.57K,-1.55%
09/12/2024,2.134,2.107,2.1599,2.0974,46.03K,1.36%
09/11/2024,2.1053,2.0855,2.1178,2.0584,52.87K,1.51%
09/10/2024,2.0739,2.165,2.1716,2.07,41.96K,-3.69%
09/09/2024,2.1534,2.148,2.1803,2.1245,45.34K,0.98%
09/06/2024,2.1324,2.1872,2.204,2.1202,31.26K,-2.39%
09/05/2024,2.1846,2.1728,2.2193,2.1717,37.33K,0.43%
09/04/2024,2.1752,2.2188,2.2424,2.1679,59.97K,-2.11%
09/03/2024,2.222,2.2956,2.309,2.2154,44.51K,-2.47%
08/30/2024,2.2783,2.3215,2.349,2.276,69.16K,-1.48%
08/29/2024,2.3126,2.2569,2.3217,2.2436,61.02K,2.46%
08/28/2024,2.2571,2.3134,2.3195,2.2553,73.03K,-2.32%
08/27/2024,2.3106,2.3668,2.3787,2.3075,75.14K,-2.49%
08/26/2024,2.3697,2.3348,2.3863,2.3265,68.44K,2.23%
08/23/2024,2.3181,2.2851,2.3334,2.2809,58.85K,1.73%
08/22/2024,2.2787,2.2642,2.2916,2.2497,55.32K,0.65%
08/21/2024,2.264,2.2939,2.3221,2.2543,74.00K,-0.69%
08/20/2024,2.2797,2.2855,2.3052,2.25,71.32K,-0.14%
08/19/2024,2.2828,2.3463,2.351,2.2795,63.10K,-2.72%
08/16/2024,2.3466,2.3923,2.3933,2.3316,47.33K,-2.10%
08/15/2024,2.3969,2.387,2.4168,2.3832,57.22K,0.39%
08/14/2024,2.3877,2.4177,2.4304,2.3846,52.67K,-0.97%
08/13/2024,2.411,2.4217,2.4364,2.4067,42.49K,-0.72%
08/12/2024,2.4285,2.3631,2.4324,2.359,37.07K,2.86%
08/09/2024,2.3609,2.3775,2.3909,2.3545,39.91K,-0.70%
08/08/2024,2.3776,2.3709,2.3831,2.3469,40.48K,0.25%
08/07/2024,2.3717,2.3107,2.3817,2.3021,37.10K,2.56%
08/06/2024,2.3124,2.345,2.3572,2.2967,35.61K,-0.16%
08/05/2024,2.3161,2.3519,2.3571,2.2843,41.04K,-0.86%
08/02/2024,2.3362,2.4398,2.4441,2.331,29.01K,-3.57%
08/01/2024,2.4228,2.4727,2.4824,2.4194,30.07K,-0.64%
07/31/2024,2.4383,2.3719,2.4558,2.3672,68.03K,3.37%
07/30/2024,2.3587,2.3956,2.3956,2.3531,70.13K,-1.45%
07/29/2024,2.3935,2.446,2.4575,2.3848,70.94K,-1.81%
07/26/2024,2.4376,2.4901,2.4958,2.4192,84.62K,-2.03%
07/25/2024,2.4881,2.4623,2.4931,2.4205,59.24K,0.77%
07/24/2024,2.469,2.4414,2.4762,2.4308,62.93K,1.73%
07/23/2024,2.4271,2.4503,2.4679,2.4152,55.79K,-1.05%
07/22/2024,2.4529,2.443,2.4561,2.4148,52.58K,0.65%
07/19/2024,2.437,2.4935,2.5185,2.4351,54.00K,-2.65%
07/18/2024,2.5033,2.513,2.5315,2.48,46.73K,-0.27%
07/17/2024,2.5102,2.481,2.5192,2.4682,45.48K,1.05%
07/16/2024,2.4842,2.5273,2.5293,2.4746,53.04K,-1.73%
07/15/2024,2.5279,2.5237,2.542,2.5025,51.23K,0.04%
07/12/2024,2.5269,2.5408,2.5667,2.5233,42.30K,-0.35%
07/11/2024,2.5358,2.5396,2.5586,2.5208,40.99K,0.06%
07/10/2024,2.5343,2.5475,2.5534,2.5149,55.91K,-0.30%
07/09/2024,2.5418,2.5873,2.6009,2.5384,56.00K,-1.97%
07/08/2024,2.5928,2.6248,2.6248,2.5805,33.31K,-0.91%
07/05/2024,2.6166,2.6424,2.6602,2.6116,41.02K,-0.32%
07/04/2024,2.625,2.6269,2.633,2.6002,,-0.87%
07/03/2024,2.648,2.644,2.6496,2.6085,38.72K,0.25%
07/02/2024,2.6415,2.6259,2.6696,2.6241,59.70K,0.60%
07/01/2024,2.6258,2.5575,2.6311,2.5554,44.76K,3.66%
06/28/2024,2.5331,2.5629,2.5965,2.5285,62.74K,-1.16%
06/27/2024,2.5629,2.5508,2.6005,2.5433,61.35K,0.39%
06/26/2024,2.553,2.5281,2.5738,2.525,63.34K,1.05%
06/25/2024,2.5264,2.5418,2.556,2.5199,53.80K,-0.47%
06/24/2024,2.5383,2.504,2.5437,2.4902,56.44K,1.12%
06/21/2024,2.5101,2.5419,2.5602,2.5027,63.22K,-1.13%
06/20/2024,2.5387,2.5441,2.5644,2.5317,68.78K,0.00%
06/19/2024,2.5387,2.5271,2.5498,2.5164,,0.11%
06/18/2024,2.5358,2.5107,2.5461,2.4834,63.52K,1.50%
06/17/2024,2.4983,2.4839,2.5111,2.4714,60.86K,0.58%
06/14/2024,2.4839,2.4919,2.5445,2.4818,72.33K,-0.51%
06/13/2024,2.4967,2.4511,2.4992,2.4388,57.17K,1.69%
06/12/2024,2.4553,2.4479,2.4841,2.4377,53.09K,0.76%
06/11/2024,2.4368,2.44,2.4571,2.4138,40.34K,0.31%
06/10/2024,2.4293,2.3731,2.4396,2.3727,37.35K,2.57%
06/07/2024,2.3684,2.3783,2.3905,2.3624,26.09K,-0.24%
06/06/2024,2.3741,2.33,2.377,2.3208,32.45K,2.34%
06/05/2024,2.3198,2.3016,2.3317,2.2983,47.64K,0.62%
06/04/2024,2.3054,2.3145,2.3191,2.2817,52.83K,-0.71%
06/03/2024,2.3218,2.403,2.4201,2.3116,60.46K,-2.62%
05/31/2024,2.3842,2.3876,2.4129,2.3707,57.32K,-0.31%
05/30/2024,2.3917,2.4528,2.455,2.3872,73.30K,-2.61%
05/29/2024,2.4559,2.4975,2.5124,2.4486,71.40K,-1.10%
05/28/2024,2.4833,2.4372,2.4973,2.43,75.96K,1.32%
05/27/2024,2.451,2.4361,2.466,2.4302,,0.63%
05/26/2024,2.4356,2.4338,2.4366,2.433,,0.20%
05/24/2024,2.4308,2.4334,2.4472,2.407,52.04K,0.08%
05/23/2024,2.4288,2.4421,2.4853,2.4177,66.12K,-0.72%
05/22/2024,2.4463,2.4755,2.4803,2.4375,46.78K,-1.29%
05/21/2024,2.4783,2.4965,2.5007,2.4597,44.83K,-0.99%
05/20/2024,2.5031,2.507,2.5197,2.4747,50.09K,0.08%
05/17/2024,2.5012,2.468,2.5066,2.4661,54.19K,1.69%
05/16/2024,2.4596,2.4428,2.4708,2.4335,36.68K,0.88%
05/15/2024,2.4381,2.444,2.4547,2.393,39.90K,0.15%
05/14/2024,2.4345,2.4544,2.4623,2.4179,38.83K,-0.76%
